season,week,celebrity_name,judge_score,fan_vote_est,industry,is_elim_rank,is_elim_pct,is_elim_save,save_prob_context
10,3,Kate Gosselin,5.0,0.1188541094429289,TV Personality,0,0,0,0.6176470588235294
10,3,Nicole Scherzinger,7.666666666666667,0.101930152035723,Singer/Rapper,0,0,0,0.6176470588235294
10,3,Niecy Nash,7.0,0.1044343395647605,Actor/Actress,0,0,1,0.6176470588235294
10,3,Pamela Anderson,7.0,0.1104516767193008,Model,0,0,0,0.6176470588235294
10,4,Aiden Turner,5.5,0.0190346394054668,Actor/Actress,1,1,0,0.5875
10,4,Chad Ochocinco,7.333333333333333,0.1165699470076481,Athlete,0,0,0,0.5875
10,4,Erin Andrews,6.5,0.1249785768627465,Sports Broadcaster,0,0,0,0.5875
10,4,Evan Lysacek,8.666666666666666,0.1153857457985934,Athlete,0,0,0,0.5875
10,4,Jake Pavelka,6.333333333333333,0.1278544038433088,TV Personality,0,0,0,0.5875
10,4,Kate Gosselin,5.333333333333333,0.143180528357672,TV Personality,0,0,0,0.5875
10,4,Nicole Scherzinger,8.333333333333334,0.114348381870889,Singer/Rapper,0,0,0,0.5875
10,4,Niecy Nash,6.0,0.1277951600425713,Actor/Actress,0,0,0,0.5875
10,4,Pamela Anderson,7.833333333333333,0.1108526168111038,Model,0,0,1,0.5875
10,5,Chad Ochocinco,6.0,0.1483481821831384,Athlete,0,0,0,0.6428571428571429
10,5,Erin Andrews,7.333333333333333,0.1325880312561418,Sports Broadcaster,0,0,0,0.6428571428571429
10,5,Evan Lysacek,9.0,0.1287880604868999,Athlete,0,0,1,0.6428571428571429
10,5,Jake Pavelka,7.666666666666667,0.1385427527595469,TV Personality,0,0,0,0.6428571428571429
10,5,Kate Gosselin,5.0,0.0293595117052843,TV Personality,1,1,0,0.6428571428571429
10,5,Nicole Scherzinger,9.666666666666666,0.1312775080821045,Singer/Rapper,0,0,0,0.6428571428571429
10,5,Niecy Nash,6.0,0.1496074730683373,Actor/Actress,0,0,0,0.6428571428571429
10,5,Pamela Anderson,7.0,0.1414884804585468,Model,0,0,0,0.6428571428571429
10,6,Chad Ochocinco,10.3333,0.1582349562295769,Athlete,0,0,0,0.576272163173158
10,6,Erin Andrews,11.333333333333334,0.1519614740786092,Sports Broadcaster,0,0,0,0.576272163173158
10,6,Evan Lysacek,9.0,0.1704201285170592,Athlete,0,0,0,0.576272163173158
10,6,Jake Pavelka,8.3333,0.0279400293565069,TV Personality,1,1,1,0.576272163173158
10,6,Nicole Scherzinger,11.999966666666666,0.1557144403274872,Singer/Rapper,0,0,0,0.576272163173158
10,6,Niecy Nash,8.6666,0.1729123143001564,Actor/Actress,0,0,0,0.576272163173158
10,6,Pamela Anderson,9.999933333333331,0.1628166571906043,Model,0,0,0,0.576272163173158
10,7,Chad Ochocinco,8.666666666666666,0.1979234783941704,Athlete,0,0,0,0.5
10,7,Erin Andrews,8.5,0.1922612773674663,Sports Broadcaster,0,0,0,0.5
10,7,Evan Lysacek,9.0,0.1843801687391462,Athlete,0,0,0,0.5
10,7,Nicole Scherzinger,9.0,0.1906442159226814,Singer/Rapper,0,0,0,0.5
10,7,Niecy Nash,8.166666666666666,0.2058030104307734,Actor/Actress,0,0,0,0.5
10,7,Pamela Anderson,8.5,0.0289878491457622,Model,1,1,1,0.5
10,8,Chad Ochocinco,7.5,0.2681905303298491,Athlete,0,0,0,0.5784313725490197
10,8,Erin Andrews,8.833333333333334,0.2260251839919196,Sports Broadcaster,0,0,0,0.5784313725490197
10,8,Evan Lysacek,8.833333333333334,0.2305694248617791,Athlete,0,0,0,0.5784313725490197
10,8,Nicole Scherzinger,9.833333333333334,0.2250773377109399,Singer/Rapper,0,0,0,0.5784313725490197
10,8,Niecy Nash,7.166666666666667,0.050137523105511,Actor/Actress,1,1,1,0.5784313725490197
10,9,Chad Ochocinco,8.666666666666666,0.0704170682428593,Athlete,1,1,1,0.5315315315315315
10,9,Erin Andrews,9.333333333333334,0.316973568334129,Sports Broadcaster,0,0,0,0.5315315315315315
10,9,Evan Lysacek,9.833333333333334,0.3076124276353775,Athlete,0,0,0,0.5315315315315315
10,9,Nicole Scherzinger,9.833333333333334,0.3049969357876334,Singer/Rapper,0,0,0,0.5315315315315315
11,1,Audrina Patridge,6.333333333333333,0.0896809301796367,TV Personality,0,0,0,0.5945945945945946
11,1,Brandy,7.666666666666667,0.0856567135473998,Singer/Rapper,0,0,0,0.5945945945945946
11,1,Bristol Palin,6.0,0.0886426000313551,TV Personality,0,0,0,0.5945945945945946
11,1,David Hasselhoff,5.0,0.0127102130414689,Actor/Actress,1,1,0,0.5945945945945946
11,1,Florence Henderson,6.0,0.0894100470798093,Actor/Actress,0,0,0,0.5945945945945946
11,1,Jennifer Grey,8.0,0.0871015878941901,Actor/Actress,0,0,0,0.5945945945945946
11,1,Kurt Warner,6.333333333333333,0.0869450749719931,Athlete,0,0,0,0.5945945945945946
11,1,Kyle Massey,7.666666666666667,0.0814796159543267,Actor/Actress,0,0,0,0.5945945945945946
11,1,Margaret Cho,5.0,0.0990273782233155,Comedian,0,0,0,0.5945945945945946
11,1,Michael Bolton,5.333333333333333,0.0962505805597621,Singer/Rapper,0,0,0,0.5945945945945946
11,1,Rick Fox,7.333333333333333,0.0835472777302208,Athlete,0,0,1,0.5945945945945946
11,1,The Situation,5.0,0.0995479807865216,TV Personality,0,0,0,0.5945945945945946
11,2,Audrina Patridge,7.666666666666667,0.0926903293826939,TV Personality,0,0,0,0.6129032258064516
11,2,Brandy,7.0,0.0967361656896528,Singer/Rapper,0,0,0,0.6129032258064516
11,2,Bristol Palin,7.333333333333333,0.0944959209589159,TV Personality,0,0,0,0.6129032258064516
11,2,Florence Henderson,6.333333333333333,0.0937970141275754,Actor/Actress,0,0,0,0.6129032258064516
11,2,Jennifer Grey,8.0,0.0951444765353858,Actor/Actress,0,0,0,0.6129032258064516
11,2,Kurt Warner,7.0,0.1028591834292401,Athlete,0,0,0,0.6129032258064516
11,2,Kyle Massey,7.333333333333333,0.099136677610361,Actor/Actress,0,0,0,0.6129032258064516
11,2,Margaret Cho,6.0,0.1038122496739629,Comedian,0,0,0,0.6129032258064516
11,2,Michael Bolton,4.0,0.0226655970999592,Singer/Rapper,1,1,1,0.6129032258064516
11,2,Rick Fox,7.0,0.0949856904167676,Athlete,0,0,0,0.6129032258064516
11,2,The Situation,6.0,0.1036766950754851,TV Personality,0,0,0,0.6129032258064516
11,3,Audrina Patridge,8.666666666666666,0.1031932384934063,TV Personality,0,0,0,0.5609756097560975
11,3,Brandy,8.0,0.1056274832250406,Singer/Rapper,0,0,0,0.5609756097560975
11,3,Bristol Palin,6.333333333333333,0.1162782506750703,TV Personality,0,0,0,0.5609756097560975
11,3,Florence Henderson,6.666666666666667,0.1115502197528769,Actor/Actress,0,0,0,0.5609756097560975
11,3,Jennifer Grey,8.0,0.1057819564529109,Actor/Actress,0,0,0,0.5609756097560975
11,3,Kurt Warner,7.666666666666667,0.1024825211937249,Athlete,0,0,1,0.5609756097560975
11,3,Kyle Massey,7.666666666666667,0.1137759136355074,Actor/Actress,0,0,0,0.5609756097560975
11,3,Margaret Cho,6.0,0.0161965673013318,Comedian,1,1,0,0.5609756097560975
11,3,Rick Fox,8.0,0.1099703857607944,Athlete,0,0,0,0.5609756097560975
11,3,The Situation,6.666666666666667,0.1151434635093361,TV Personality,0,0,0,0.5609756097560975
11,4,Audrina Patridge,7.666666666666667,0.1139214437587862,TV Personality,0,0,0,0.6216216216216216
11,4,Brandy,8.0,0.1148182753165344,Singer/Rapper,0,0,0,0.6216216216216216
11,4,Bristol Palin,5.333333333333333,0.1324499753250412,TV Personality,0,0,0,0.6216216216216216
11,4,Florence Henderson,5.833333333333333,0.1232772358978719,Actor/Actress,0,0,0,0.6216216216216216
11,4,Jennifer Grey,9.333333333333334,0.118115366697362,Actor/Actress,0,0,0,0.6216216216216216
11,4,Kurt Warner,5.666666666666667,0.1252878601532941,Athlete,0,0,0,0.6216216216216216
11,4,Kyle Massey,6.666666666666667,0.1227197817508041,Actor/Actress,0,0,0,0.6216216216216216
11,4,Rick Fox,6.5,0.1263169479698787,Athlete,0,0,0,0.6216216216216216
11,4,The Situation,4.666666666666667,0.0230931131304264,TV Personality,1,1,1,0.6216216216216216
11,5,Audrina Patridge,7.666666666666667,0.1329499636502087,TV Personality,0,0,0,0.5227272727272727
11,5,Brandy,9.0,0.1243506851875994,Singer/Rapper,0,0,0,0.5227272727272727
11,5,Bristol Palin,6.0,0.1644462591360788,TV Personality,0,0,0,0.5227272727272727
11,5,Florence Henderson,7.0,0.0181839472251484,Actor/Actress,1,1,1,0.5227272727272727
11,5,Jennifer Grey,8.333333333333334,0.1323202852873248,Actor/Actress,0,0,0,0.5227272727272727
11,5,Kurt Warner,8.0,0.1413658235697847,Athlete,0,0,0,0.5227272727272727
11,5,Kyle Massey,6.666666666666667,0.1504602216766313,Actor/Actress,0,0,0,0.5227272727272727
11,5,Rick Fox,8.0,0.1359228142672234,Athlete,0,0,0,0.5227272727272727
11,6,Audrina Patridge,10.6666,0.0187926608010713,TV Personality,1,1,1,0.4754113947914583
11,6,Brandy,11.999966666666666,0.1423143144414446,Singer/Rapper,0,0,0,0.4754113947914583
11,6,Bristol Palin,9.333266666666669,0.1701433151047117,TV Personality,0,0,0,0.4754113947914583
11,6,Jennifer Grey,9.666666666666666,0.1552495877701473,Actor/Actress,0,0,0,0.4754113947914583
11,6,Kurt Warner,7.3333,0.2011734411734041,Athlete,0,0,0,0.4754113947914583
11,6,Kyle Massey,9.999966666666666,0.1592883897148748,Actor/Actress,0,0,0,0.4754113947914583
11,6,Rick Fox,10.0,0.1530382909943461,Athlete,0,0,0,0.4754113947914583
11,7,Brandy,9.125,0.1957963652823078,Singer/Rapper,0,0,0,0.5035971223021583
11,7,Bristol Palin,8.125,0.2028618795831621,TV Personality,0,0,0,0.5035971223021583
11,7,Jennifer Grey,9.125,0.1847428176770969,Actor/Actress,0,0,0,0.5035971223021583
11,7,Kurt Warner,8.75,0.1878352413874507,Athlete,0,0,1,0.5035971223021583
11,7,Kyle Massey,8.375,0.2008885938731583,Actor/Actress,0,0,0,0.5035971223021583
11,7,Rick Fox,8.625,0.027875102196824,Athlete,1,1,0,0.5035971223021583
11,8,Brandy,9.5,0.2262092424510596,Singer/Rapper,0,0,0,0.5384615384615384
11,8,Bristol Palin,7.833333333333333,0.2566908555489317,TV Personality,0,0,0,0.5384615384615384
11,8,Jennifer Grey,9.5,0.2384804065251394,Actor/Actress,0,0,0,0.5384615384615384
11,8,Kurt Warner,8.0,0.046428934498412,Athlete,1,1,1,0.5384615384615384
11,8,Kyle Massey,9.333333333333334,0.2321905609764572,Actor/Actress,0,0,0,0.5384615384615384
11,9,Brandy,9.5,0.0610023912790182,Singer/Rapper,1,1,1,0.4818181818181818
11,9,Bristol Palin,8.833333333333334,0.3339458387666563,TV Personality,0,0,0,0.4818181818181818
11,9,Jennifer Grey,10.0,0.300978108456835,Actor/Actress,0,0,0,0.4818181818181818
11,9,Kyle Massey,9.666666666666666,0.3040736614974897,Actor/Actress,0,0,0,0.4818181818181818
12,2,Chelsea Kane,6.0,0.1077938269329802,Actor/Actress,0,0,0,0.5
12,2,Chris Jericho,7.666666666666667,0.0890108911419902,Athlete,0,0,0,0.5
12,2,Hines Ward,7.666666666666667,0.0954342973164333,Athlete,0,0,0,0.5
12,2,Kendra Wilkinson,6.333333333333333,0.0991454262414065,TV Personality,0,0,0,0.5
12,2,Kirstie Alley,6.666666666666667,0.0965758800166068,Actor/Actress,0,0,0,0.5
12,2,Mike Catherwood,5.666666666666667,0.0126109162322905,Radio Personality,1,1,0,0.5
12,2,Petra Nemcova,6.0,0.1078015951328706,Model,0,0,0,0.5
12,2,Ralph Macchio,7.0,0.0959843640739196,Actor/Actress,0,0,0,0.5
12,2,Romeo,7.666666666666667,0.093548519479046,Singer/Rapper,0,0,0,0.5
12,2,Sugar Ray Leonard,5.666666666666667,0.1011037747370014,Athlete,0,0,0,0.5
12,2,Wendy Williams,5.666666666666667,0.1009905086954539,TV Personality,0,0,1,0.5
12,3,Chelsea Kane,7.666666666666667,0.1074171205443643,Actor/Actress,0,0,0,0.5833333333333334
12,3,Chris Jericho,7.0,0.1082328972907534,Athlete,0,0,0,0.5833333333333334
12,3,Hines Ward,8.333333333333334,0.1064045421915854,Athlete,0,0,0,0.5833333333333334
12,3,Kendra Wilkinson,7.666666666666667,0.1090608962176321,TV Personality,0,0,0,0.5833333333333334
12,3,Kirstie Alley,7.0,0.1096349995253254,Actor/Actress,0,0,0,0.5833333333333334
12,3,Petra Nemcova,8.333333333333334,0.11002285379667,Model,0,0,0,0.5833333333333334
12,3,Ralph Macchio,7.0,0.1058926179053262,Actor/Actress,0,0,0,0.5833333333333334
12,3,Romeo,6.666666666666667,0.11157820916782,Singer/Rapper,0,0,0,0.5833333333333334
12,3,Sugar Ray Leonard,6.666666666666667,0.1108665830081095,Athlete,0,0,0,0.5833333333333334
12,3,Wendy Williams,5.0,0.0208892803524131,TV Personality,1,1,1,0.5833333333333334
12,4,Chelsea Kane,8.666666666666666,0.1161952948152068,Actor/Actress,0,0,0,0.5116279069767442
12,4,Chris Jericho,7.666666666666667,0.1231850843927856,Athlete,0,0,0,0.5116279069767442
12,4,Hines Ward,8.333333333333334,0.1128469517143089,Athlete,0,0,0,0.5116279069767442
12,4,Kendra Wilkinson,6.0,0.1412742424958971,TV Personality,0,0,0,0.5116279069767442
12,4,Kirstie Alley,7.333333333333333,0.1178527469682463,Actor/Actress,0,0,0,0.5116279069767442
12,4,Petra Nemcova,7.666666666666667,0.1197728189980303,Model,0,0,0,0.5116279069767442
12,4,Ralph Macchio,8.333333333333334,0.1266380968933201,Actor/Actress,0,0,0,0.5116279069767442
12,4,Romeo,7.666666666666667,0.1265916397309688,Singer/Rapper,0,0,0,0.5116279069767442
12,4,Sugar Ray Leonard,7.0,0.0156431239912358,Athlete,1,1,1,0.5116279069767442
12,5,Chelsea Kane,8.666666666666666,0.1386403493850732,Actor/Actress,0,0,0,0.5416666666666666
12,5,Chris Jericho,8.666666666666666,0.138195161266455,Athlete,0,0,0,0.5416666666666666
12,5,Hines Ward,9.0,0.130184131356167,Athlete,0,0,0,0.5416666666666666
12,5,Kendra Wilkinson,7.333333333333333,0.1448488471809109,TV Personality,0,0,0,0.5416666666666666
12,5,Kirstie Alley,7.666666666666667,0.144418597312753,Actor/Actress,0,0,0,0.5416666666666666
12,5,Petra Nemcova,7.333333333333333,0.0199973921658241,Model,1,1,1,0.5416666666666666
12,5,Ralph Macchio,7.333333333333333,0.153534026769283,Actor/Actress,0,0,0,0.5416666666666666
12,5,Romeo,8.666666666666666,0.1301814945635335,Singer/Rapper,0,0,0,0.5416666666666666
12,6,Chelsea Kane,9.333333333333334,0.1545162033451814,Actor/Actress,0,0,0,0.5510204081632654
12,6,Chris Jericho,7.333333333333333,0.0270426175047115,Athlete,1,1,1,0.5510204081632654
12,6,Hines Ward,9.0,0.15668734435646,Athlete,0,0,0,0.5510204081632654
12,6,Kendra Wilkinson,8.333333333333334,0.1694383887523573,TV Personality,0,0,0,0.5510204081632654
12,6,Kirstie Alley,8.666666666666666,0.1580354522274963,Actor/Actress,0,0,0,0.5510204081632654
12,6,Ralph Macchio,8.0,0.1723835587984691,Actor/Actress,0,0,0,0.5510204081632654
12,6,Romeo,9.333333333333334,0.1618964350153248,Singer/Rapper,0,0,0,0.5510204081632654
12,7,Chelsea Kane,8.0,0.1949148576648754,Actor/Actress,0,0,0,0.49586776859504134
12,7,Hines Ward,8.25,0.1856341270868702,Athlete,0,0,0,0.49586776859504134
12,7,Kendra Wilkinson,7.625,0.0292469777074747,TV Personality,1,1,0,0.49586776859504134
12,7,Kirstie Alley,7.5,0.2005125980663195,Actor/Actress,0,0,0,0.49586776859504134
12,7,Ralph Macchio,8.25,0.1935554746058226,Actor/Actress,0,0,0,0.49586776859504134
12,7,Romeo,7.5,0.1961359648686372,Singer/Rapper,0,0,1,0.49586776859504134
12,8,Chelsea Kane,9.166666666666666,0.2222976547112506,Actor/Actress,0,0,0,0.4693877551020409
12,8,Hines Ward,9.0,0.2312985016552568,Athlete,0,0,0,0.4693877551020409
12,8,Kirstie Alley,8.833333333333334,0.2387350035365528,Actor/Actress,0,0,0,0.4693877551020409
12,8,Ralph Macchio,7.666666666666667,0.2672827892499952,Actor/Actress,0,0,1,0.4693877551020409
12,8,Romeo,8.666666666666666,0.0403860508469448,Singer/Rapper,1,1,0,0.4693877551020409
12,9,Chelsea Kane,12.166666666666666,0.2799217790321188,Actor/Actress,0,0,0,0.6033057851239669
12,9,Hines Ward,10.0,0.3100211466658838,Athlete,0,0,0,0.6033057851239669
12,9,Kirstie Alley,9.0,0.3312516796235669,Actor/Actress,0,0,0,0.6033057851239669
12,9,Ralph Macchio,8.0,0.0788053946784307,Actor/Actress,1,1,1,0.6033057851239669
13,1,Carson Kressley,5.666666666666667,0.089891604742428,TV Personality,0,0,0,0.5757575757575757
13,1,Chaz Bono,5.666666666666667,0.0891831568883538,TV Personality,0,0,0,0.5757575757575757
13,1,Chynna Phillips,7.333333333333333,0.0868496207071529,Singer/Rapper,0,0,0,0.5757575757575757
13,1,David Arquette,6.0,0.0881563671861165,Actor/Actress,0,0,0,0.5757575757575757
13,1,Elisabetta Canalis,5.0,0.1019584597289266,Actor/Actress,0,0,0,0.5757575757575757
13,1,Hope Solo,7.0,0.0887624190347625,Athlete,0,0,0,0.5757575757575757
13,1,J.R. Martinez,7.333333333333333,0.0897567322800932,Actor/Actress,0,0,0,0.5757575757575757
13,1,Kristin Cavallari,6.333333333333333,0.0832939846244682,TV Personality,0,0,0,0.5757575757575757
13,1,Metta World Peace (Ron),4.666666666666667,0.0128111440274991,Athlete,1,1,1,0.5757575757575757
13,1,Nancy Grace,5.333333333333333,0.0906686094309168,TV Personality,0,0,0,0.5757575757575757
13,1,Ricki Lake,6.666666666666667,0.085696886626424,Actor/Actress,0,0,0,0.5757575757575757
13,1,Rob Kardashian,5.333333333333333,0.0929710147228578,TV Personality,0,0,0,0.5757575757575757
13,2,Carson Kressley,6.0,0.105580540546586,TV Personality,0,0,1,0.46153846153846156
13,2,Chaz Bono,5.666666666666667,0.109027144343491,TV Personality,0,0,0,0.46153846153846156
13,2,Chynna Phillips,7.0,0.0959812220497107,Singer/Rapper,0,0,0,0.46153846153846156
13,2,David Arquette,6.0,0.1093794146362705,Actor/Actress,0,0,0,0.46153846153846156
13,2,Elisabetta Canalis,7.0,0.0080940551295654,Actor/Actress,1,1,0,0.46153846153846156
13,2,Hope Solo,6.333333333333333,0.1070417903229148,Athlete,0,0,0,0.46153846153846156
13,2,J.R. Martinez,7.333333333333333,0.0983960737331258,Actor/Actress,0,0,0,0.46153846153846156
13,2,Kristin Cavallari,7.333333333333333,0.0853420605647619,TV Personality,0,0,0,0.46153846153846156
13,2,Nancy Grace,7.0,0.0960483372026346,TV Personality,0,0,0,0.46153846153846156
13,2,Ricki Lake,7.666666666666667,0.0894205793773193,Actor/Actress,0,0,0,0.46153846153846156
13,2,Rob Kardashian,7.0,0.0956887820936196,TV Personality,0,0,0,0.46153846153846156
13,3,Carson Kressley,7.666666666666667,0.1112506508657118,TV Personality,0,0,1,0.48936170212765956
13,3,Chaz Bono,6.0,0.1402170397592544,TV Personality,0,0,0,0.48936170212765956
13,3,Chynna Phillips,8.666666666666666,0.1009505627675318,Singer/Rapper,0,0,0,0.48936170212765956
13,3,David Arquette,8.0,0.1053296130534474,Actor/Actress,0,0,0,0.48936170212765956
13,3,Hope Solo,8.0,0.107725470851695,Athlete,0,0,0,0.48936170212765956
13,3,J.R. Martinez,8.666666666666666,0.1050850883544963,Actor/Actress,0,0,0,0.48936170212765956
13,3,Kristin Cavallari,8.0,0.0104663990366242,TV Personality,1,1,0,0.48936170212765956
13,3,Nancy Grace,7.0,0.1161039925058641,TV Personality,0,0,0,0.48936170212765956
13,3,Ricki Lake,9.0,0.0956381565073202,Actor/Actress,0,0,0,0.48936170212765956
13,3,Rob Kardashian,8.0,0.1072330262980548,TV Personality,0,0,0,0.48936170212765956
13,4,Carson Kressley,6.666666666666667,0.1322680874255735,TV Personality,0,0,0,0.4878048780487805
13,4,Chaz Bono,7.0,0.1297618600412575,TV Personality,0,0,0,0.4878048780487805
13,4,Chynna Phillips,7.0,0.0151026840489823,Singer/Rapper,1,1,1,0.4878048780487805
13,4,David Arquette,7.666666666666667,0.1218227295349628,Actor/Actress,0,0,0,0.4878048780487805
13,4,Hope Solo,8.0,0.1191989001634307,Athlete,0,0,0,0.4878048780487805
13,4,J.R. Martinez,8.666666666666666,0.1157429687946736,Actor/Actress,0,0,0,0.4878048780487805
13,4,Nancy Grace,7.0,0.1302734489839898,TV Personality,0,0,0,0.4878048780487805
13,4,Ricki Lake,9.666666666666666,0.1142626620457309,Actor/Actress,0,0,0,0.4878048780487805
13,4,Rob Kardashian,8.0,0.1215666589613985,TV Personality,0,0,0,0.4878048780487805
13,5,Carson Kressley,6.333333333333333,0.0238987415335097,TV Personality,1,1,0,0.5581395348837209
13,5,Chaz Bono,7.0,0.1489890649936744,TV Personality,0,0,0,0.5581395348837209
13,5,David Arquette,8.333333333333334,0.1380934360101439,Actor/Actress,0,0,0,0.5581395348837209
13,5,Hope Solo,8.0,0.1378780969418289,Athlete,0,0,1,0.5581395348837209
13,5,J.R. Martinez,9.333333333333334,0.1315543882208118,Actor/Actress,0,0,0,0.5581395348837209
13,5,Nancy Grace,7.333333333333333,0.1429160207871083,TV Personality,0,0,0,0.5581395348837209
13,5,Ricki Lake,8.0,0.1416538056653856,Actor/Actress,0,0,0,0.5581395348837209
13,5,Rob Kardashian,8.333333333333334,0.1350164458475365,TV Personality,0,0,0,0.5581395348837209
13,6,Chaz Bono,6.333333333333333,0.0307407271769908,TV Personality,1,1,1,0.5365853658536586
13,6,David Arquette,7.666666666666667,0.1677636882574772,Actor/Actress,0,0,0,0.5365853658536586
13,6,Hope Solo,6.666666666666667,0.1704324829496628,Athlete,0,0,0,0.5365853658536586
13,6,J.R. Martinez,9.666666666666666,0.1544983122328787,Actor/Actress,0,0,0,0.5365853658536586
13,6,Nancy Grace,8.0,0.1636362865062709,TV Personality,0,0,0,0.5365853658536586
13,6,Ricki Lake,9.666666666666666,0.1519961589507537,Actor/Actress,0,0,0,0.5365853658536586
13,6,Rob Kardashian,7.333333333333333,0.1609323439259661,TV Personality,0,0,0,0.5365853658536586
13,7,David Arquette,7.833333333333333,0.0288558637915901,Actor/Actress,1,1,1,0.4835164835164835
13,7,Hope Solo,8.333333333333334,0.191178594463519,Athlete,0,0,0,0.4835164835164835
13,7,J.R. Martinez,8.0,0.1966764009888002,Actor/Actress,0,0,0,0.4835164835164835
13,7,Nancy Grace,7.333333333333333,0.2116457142941882,TV Personality,0,0,0,0.4835164835164835
13,7,Ricki Lake,8.833333333333334,0.1842422576679203,Actor/Actress,0,0,0,0.4835164835164835
13,7,Rob Kardashian,8.5,0.1874011687939824,TV Personality,0,0,0,0.4835164835164835
13,8,Hope Solo,8.666666666666666,0.2400650026042981,Athlete,0,0,0,0.5368421052631579
13,8,J.R. Martinez,10.0,0.2261741874652145,Actor/Actress,0,0,0,0.5368421052631579
13,8,Nancy Grace,7.333333333333333,0.0509348796741047,TV Personality,1,1,0,0.5368421052631579
13,8,Ricki Lake,8.666666666666666,0.2429161463561379,Actor/Actress,0,0,0,0.5368421052631579
13,8,Rob Kardashian,8.5,0.2399097839002437,TV Personality,0,0,1,0.5368421052631579
13,9,Hope Solo,8.1666,0.077048240354335,Athlete,1,1,1,0.5701759310591653
13,9,J.R. Martinez,9.333333333333334,0.3321438338358831,Actor/Actress,0,0,0,0.5701759310591653
13,9,Ricki Lake,11.166633333333332,0.2975402991408197,Actor/Actress,0,0,0,0.5701759310591653
13,9,Rob Kardashian,10.833266666666669,0.2932676266689628,TV Personality,0,0,0,0.5701759310591653
14,2,Donald Driver,8.0,0.0876915765694089,Athlete,0,0,0,0.5641025641025641
14,2,Gavin DeGraw,7.0,0.0929080572257645,Singer/Rapper,0,0,0,0.5641025641025641
14,2,Gladys Knight,6.333333333333333,0.1000774316795169,Singer/Rapper,0,0,0,0.5641025641025641
14,2,Jack Wagner,7.0,0.0909047930781366,Actor/Actress,0,0,0,0.5641025641025641
14,2,Jaleel White,7.333333333333333,0.0878393112731447,Actor/Actress,0,0,0,0.5641025641025641
14,2,Katherine Jenkins,8.666666666666666,0.08163109588362,Singer/Rapper,0,0,0,0.5641025641025641
14,2,Maria Menounos,8.333333333333334,0.087053232863071,TV Personality,0,0,0,0.5641025641025641
14,2,Martina Navratilova,5.666666666666667,0.0143025041720927,Athlete,1,1,1,0.5641025641025641
14,2,Melissa Gilbert,6.666666666666667,0.09381223018192,Actor/Actress,0,0,0,0.5641025641025641
14,2,Roshon Fegan,8.666666666666666,0.088046157003141,Actor/Actress,0,0,0,0.5641025641025641
14,2,Sherri Sheperd,7.666666666666667,0.0921687206966474,Actor/Actress,0,0,0,0.5641025641025641
14,2,William Levy,8.333333333333334,0.0835648893735357,Actor/Actress,0,0,0,0.5641025641025641
14,3,Donald Driver,8.666666666666666,0.0951685916197842,Athlete,0,0,0,0.5384615384615384
14,3,Gavin DeGraw,8.0,0.1001668909814364,Singer/Rapper,0,0,0,0.5384615384615384
14,3,Gladys Knight,8.0,0.1002238448419154,Singer/Rapper,0,0,0,0.5384615384615384
14,3,Jack Wagner,8.0,0.0099232070879922,Actor/Actress,1,1,0,0.5384615384615384
14,3,Jaleel White,8.333333333333334,0.0977691142900962,Actor/Actress,0,0,0,0.5384615384615384
14,3,Katherine Jenkins,9.666666666666666,0.0990493799589601,Singer/Rapper,0,0,0,0.5384615384615384
14,3,Maria Menounos,9.0,0.0946098917562832,TV Personality,0,0,0,0.5384615384615384
14,3,Melissa Gilbert,8.0,0.102497201267631,Actor/Actress,0,0,0,0.5384615384615384
14,3,Roshon Fegan,8.333333333333334,0.1055638086160851,Actor/Actress,0,0,0,0.5384615384615384
14,3,Sherri Sheperd,8.0,0.1022008452551293,Actor/Actress,0,0,0,0.5384615384615384
14,3,William Levy,9.333333333333334,0.0928272243246865,Actor/Actress,0,0,1,0.5384615384615384
14,4,Donald Driver,9.0,0.1038363941913687,Athlete,0,0,0,0.5531914893617021
14,4,Gavin DeGraw,7.666666666666667,0.1053841108322289,Singer/Rapper,0,0,0,0.5531914893617021
14,4,Gladys Knight,6.666666666666667,0.1240127122885544,Singer/Rapper,0,0,0,0.5531914893617021
14,4,Jaleel White,7.333333333333333,0.1189273029567242,Actor/Actress,0,0,0,0.5531914893617021
14,4,Katherine Jenkins,8.0,0.1102182704399923,Singer/Rapper,0,0,0,0.5531914893617021
14,4,Maria Menounos,8.666666666666666,0.0956729346618708,TV Personality,0,0,1,0.5531914893617021
14,4,Melissa Gilbert,7.333333333333333,0.1140178729817782,Actor/Actress,0,0,0,0.5531914893617021
14,4,Roshon Fegan,8.666666666666666,0.0984513103653893,Actor/Actress,0,0,0,0.5531914893617021
14,4,Sherri Sheperd,7.0,0.0130983127399486,Actor/Actress,1,1,0,0.5531914893617021
14,4,William Levy,7.333333333333333,0.1163807785421443,Actor/Actress,0,0,0,0.5531914893617021
14,5,Donald Driver,9.0,0.1169624700537646,Athlete,0,0,0,0.5869565217391305
14,5,Gavin DeGraw,6.333333333333333,0.0220121753002582,Singer/Rapper,1,1,1,0.5869565217391305
14,5,Gladys Knight,7.333333333333333,0.1253817245440134,Singer/Rapper,0,0,0,0.5869565217391305
14,5,Jaleel White,8.0,0.1229190026675938,Actor/Actress,0,0,0,0.5869565217391305
14,5,Katherine Jenkins,9.666666666666666,0.1182818811940761,Singer/Rapper,0,0,0,0.5869565217391305
