season,week,celebrity_name,results,placement,celebrity_industry,ballroom_partner,celebrity_age_during_season,score,elim_week,is_withdrew,industry_encoded,judge_score_share,weekly_rank,gender,est_fan_vote,certainty
6,3,Steve Guttenberg,Eliminated Week 3,10,Actor/Actress,Anna Trebunskaya,49,7.0,3,0,2,0.09210526315789473,6.0,,0.012811099771901426,0.9096643712815958
6,4,Adam Carolla,Eliminated Week 4,9,Radio Personality,Julianne Hough,43,6.333333333333333,4,0,3,0.08444444444444445,9.0,,0.021621077480627054,0.8690735270002643
6,4,Cristian de la Fuente,3rd Place,3,Actor/Actress,Cheryl Burke,34,8.666666666666666,99,0,2,0.11555555555555555,4.0,,0.12291710605176803,0.5208211736003134
6,4,Jason Taylor,2nd Place,2,Athlete,Edyta Sliwinska,33,9.666666666666666,99,0,1,0.1288888888888889,1.0,,0.11781371787625967,0.5186185192755379
6,4,Kristi Yamaguchi,1st Place,1,Athlete,Mark Ballas,36,9.666666666666666,99,0,1,0.1288888888888889,1.0,,0.1154086052577041,0.5141039007552458
6,4,Mario,Eliminated Week 8,5,Singer/Rapper,Karina Smirnoff,21,8.0,8,0,2,0.10666666666666667,5.0,,0.1193543762480429,0.5481691914732846
6,4,Marissa Jaret Winokur,Eliminated Week 9,4,Actor/Actress,Tony Dovolani,35,8.0,9,0,2,0.10666666666666667,5.0,,0.12476746239932725,0.5270038747884669
6,4,Marlee Matlin,Eliminated Week 6,7,Actor/Actress,Fabian Sanchez,42,8.0,6,0,2,0.10666666666666667,5.0,,0.12913738481637824,0.521806908806074
6,4,Monica Seles,Eliminated Week 2,11,Athlete,Jonathan Roberts,34,,2,0,1,,,,,
6,4,Penn Jillette,Eliminated Week 2,12,Magician,Kym Johnson,53,,2,0,2,,,,,
6,4,Priscilla Presley,Eliminated Week 5,8,Actor/Actress,Louis van Amstel,62,7.333333333333333,5,0,2,0.09777777777777777,8.0,,0.12769625354070094,0.5510468754213731
6,4,Shannon Elizabeth,Eliminated Week 7,6,Actor/Actress,Derek Hough,34,9.333333333333334,7,0,2,0.12444444444444445,3.0,,0.12128401632919232,0.5322415792032262
6,4,Steve Guttenberg,Eliminated Week 3,10,Actor/Actress,Anna Trebunskaya,49,,3,0,2,,,,,
6,5,Adam Carolla,Eliminated Week 4,9,Radio Personality,Julianne Hough,43,,4,0,3,,,,,
6,5,Cristian de la Fuente,3rd Place,3,Actor/Actress,Cheryl Burke,34,7.666666666666667,99,0,2,0.11734693877551022,5.0,,0.14173302387712453,0.5101711096817919
6,5,Jason Taylor,2nd Place,2,Athlete,Edyta Sliwinska,33,9.0,99,0,1,0.13775510204081634,2.0,,0.13578136334442475,0.5244851831760582
6,5,Kristi Yamaguchi,1st Place,1,Athlete,Mark Ballas,36,9.666666666666666,99,0,1,0.14795918367346939,1.0,,0.13016935985519698,0.5054023669390835
6,5,Mario,Eliminated Week 8,5,Singer/Rapper,Karina Smirnoff,21,9.0,8,0,2,0.13775510204081634,2.0,,0.14254006915349016,0.5130601511070595
6,5,Marissa Jaret Winokur,Eliminated Week 9,4,Actor/Actress,Tony Dovolani,35,8.0,9,0,2,0.12244897959183675,4.0,,0.13804673081955388,0.5002412232831863
6,5,Marlee Matlin,Eliminated Week 6,7,Actor/Actress,Fabian Sanchez,42,7.333333333333333,6,0,2,0.11224489795918367,7.0,,0.14964519869767115,0.5210233176547922
6,5,Monica Seles,Eliminated Week 2,11,Athlete,Jonathan Roberts,34,,2,0,1,,,,,
6,5,Penn Jillette,Eliminated Week 2,12,Magician,Kym Johnson,53,,2,0,2,,,,,
6,5,Priscilla Presley,Eliminated Week 5,8,Actor/Actress,Louis van Amstel,62,7.0,5,0,2,0.10714285714285715,8.0,,0.02086506871062033,0.8680613106553648
6,5,Shannon Elizabeth,Eliminated Week 7,6,Actor/Actress,Derek Hough,34,7.666666666666667,7,0,2,0.11734693877551022,5.0,,0.14121918554191848,0.5163986220724686
6,5,Steve Guttenberg,Eliminated Week 3,10,Actor/Actress,Anna Trebunskaya,49,,3,0,2,,,,,
6,6,Adam Carolla,Eliminated Week 4,9,Radio Personality,Julianne Hough,43,,4,0,3,,,,,
6,6,Cristian de la Fuente,3rd Place,3,Actor/Actress,Cheryl Burke,34,9.0,99,0,2,0.15,3.0,,0.16146188108894993,0.4900168478250274
6,6,Jason Taylor,2nd Place,2,Athlete,Edyta Sliwinska,33,8.0,99,0,1,0.13333333333333333,5.0,,0.16982010242882242,0.49667098966309164
6,6,Kristi Yamaguchi,1st Place,1,Athlete,Mark Ballas,36,10.0,99,0,1,0.16666666666666666,1.0,,0.15208203993338779,0.4957255826532224
6,6,Mario,Eliminated Week 8,5,Singer/Rapper,Karina Smirnoff,21,9.333333333333334,8,0,2,0.15555555555555556,2.0,,0.15869811400794262,0.5094278404980492
6,6,Marissa Jaret Winokur,Eliminated Week 9,4,Actor/Actress,Tony Dovolani,35,8.666666666666666,9,0,2,0.14444444444444443,4.0,,0.1585690195155151,0.502373650351673
6,6,Marlee Matlin,Eliminated Week 6,7,Actor/Actress,Fabian Sanchez,42,7.0,6,0,2,0.11666666666666667,7.0,,0.02938450828742838,0.8307427916157086
6,6,Monica Seles,Eliminated Week 2,11,Athlete,Jonathan Roberts,34,,2,0,1,,,,,
6,6,Penn Jillette,Eliminated Week 2,12,Magician,Kym Johnson,53,,2,0,2,,,,,
6,6,Priscilla Presley,Eliminated Week 5,8,Actor/Actress,Louis van Amstel,62,,5,0,2,,,,,
6,6,Shannon Elizabeth,Eliminated Week 7,6,Actor/Actress,Derek Hough,34,8.0,7,0,2,0.13333333333333333,5.0,,0.16998433473795344,0.5117153772163527
6,6,Steve Guttenberg,Eliminated Week 3,10,Actor/Actress,Anna Trebunskaya,49,,3,0,2,,,,,
6,7,Adam Carolla,Eliminated Week 4,9,Radio Personality,Julianne Hough,43,,4,0,3,,,,,
6,7,Cristian de la Fuente,3rd Place,3,Actor/Actress,Cheryl Burke,34,7.666666666666667,99,0,2,0.1488673139158576,6.0,,0.21795541265553717,0.5316927085633376
6,7,Jason Taylor,2nd Place,2,Athlete,Edyta Sliwinska,33,9.166666666666666,99,0,1,0.1779935275080906,1.0,,0.18138726064832617,0.4949477222541524
6,7,Kristi Yamaguchi,1st Place,1,Athlete,Mark Ballas,36,9.0,99,0,1,0.17475728155339806,2.0,,0.18957047851105924,0.5147911242569039
6,7,Mario,Eliminated Week 8,5,Singer/Rapper,Karina Smirnoff,21,8.5,8,0,2,0.1650485436893204,4.0,,0.19711485336304485,0.5111884714323738
6,7,Marissa Jaret Winokur,Eliminated Week 9,4,Actor/Actress,Tony Dovolani,35,8.666666666666666,9,0,2,0.16828478964401294,3.0,,0.18580761813379645,0.519570871934197
6,7,Marlee Matlin,Eliminated Week 6,7,Actor/Actress,Fabian Sanchez,42,,6,0,2,,,,,
6,7,Monica Seles,Eliminated Week 2,11,Athlete,Jonathan Roberts,34,,2,0,1,,,,,
6,7,Penn Jillette,Eliminated Week 2,12,Magician,Kym Johnson,53,,2,0,2,,,,,
6,7,Priscilla Presley,Eliminated Week 5,8,Actor/Actress,Louis van Amstel,62,,5,0,2,,,,,
6,7,Shannon Elizabeth,Eliminated Week 7,6,Actor/Actress,Derek Hough,34,8.5,7,0,2,0.1650485436893204,4.0,,0.0281643766882359,0.8128943314922785
6,7,Steve Guttenberg,Eliminated Week 3,10,Actor/Actress,Anna Trebunskaya,49,,3,0,2,,,,,
6,8,Adam Carolla,Eliminated Week 4,9,Radio Personality,Julianne Hough,43,,4,0,3,,,,,
6,8,Cristian de la Fuente,3rd Place,3,Actor/Actress,Cheryl Burke,34,9.5,99,0,2,0.21348314606741572,1.0,,0.2223536002897464,0.535772551476738
6,8,Jason Taylor,2nd Place,2,Athlete,Edyta Sliwinska,33,8.666666666666666,99,0,1,0.19475655430711608,4.0,,0.2464856274858239,0.5442855643321204
6,8,Kristi Yamaguchi,1st Place,1,Athlete,Mark Ballas,36,9.166666666666666,99,0,1,0.20599250936329586,2.0,,0.2369618200350886,0.5371525771774507
6,8,Mario,Eliminated Week 8,5,Singer/Rapper,Karina Smirnoff,21,8.833333333333334,8,0,2,0.19850187265917604,3.0,,0.041426030016181954,0.7674044207489329
6,8,Marissa Jaret Winokur,Eliminated Week 9,4,Actor/Actress,Tony Dovolani,35,8.333333333333334,9,0,2,0.18726591760299627,5.0,,0.2527729221731592,0.569133982970754
6,8,Marlee Matlin,Eliminated Week 6,7,Actor/Actress,Fabian Sanchez,42,,6,0,2,,,,,
6,8,Monica Seles,Eliminated Week 2,11,Athlete,Jonathan Roberts,34,,2,0,1,,,,,
6,8,Penn Jillette,Eliminated Week 2,12,Magician,Kym Johnson,53,,2,0,2,,,,,
6,8,Priscilla Presley,Eliminated Week 5,8,Actor/Actress,Louis van Amstel,62,,5,0,2,,,,,
6,8,Shannon Elizabeth,Eliminated Week 7,6,Actor/Actress,Derek Hough,34,,7,0,2,,,,,
6,8,Steve Guttenberg,Eliminated Week 3,10,Actor/Actress,Anna Trebunskaya,49,,3,0,2,,,,,
6,9,Adam Carolla,Eliminated Week 4,9,Radio Personality,Julianne Hough,43,,4,0,3,,,,,
6,9,Cristian de la Fuente,3rd Place,3,Actor/Actress,Cheryl Burke,34,9.333333333333334,99,0,2,0.2545454545454546,2.0,,0.31243921685236725,0.5334605038845492
6,9,Jason Taylor,2nd Place,2,Athlete,Edyta Sliwinska,33,9.166666666666666,99,0,1,0.25,3.0,,0.3182696823036942,0.55257582208316
6,9,Kristi Yamaguchi,1st Place,1,Athlete,Mark Ballas,36,9.5,99,0,1,0.2590909090909091,1.0,,0.30219744924582354,0.5352783878422909
6,9,Mario,Eliminated Week 8,5,Singer/Rapper,Karina Smirnoff,21,,8,0,2,,,,,
6,9,Marissa Jaret Winokur,Eliminated Week 9,4,Actor/Actress,Tony Dovolani,35,8.666666666666666,9,0,2,0.23636363636363636,4.0,,0.06709365159811487,0.6979431699546972
6,9,Marlee Matlin,Eliminated Week 6,7,Actor/Actress,Fabian Sanchez,42,,6,0,2,,,,,
6,9,Monica Seles,Eliminated Week 2,11,Athlete,Jonathan Roberts,34,,2,0,1,,,,,
6,9,Penn Jillette,Eliminated Week 2,12,Magician,Kym Johnson,53,,2,0,2,,,,,
6,9,Priscilla Presley,Eliminated Week 5,8,Actor/Actress,Louis van Amstel,62,,5,0,2,,,,,
6,9,Shannon Elizabeth,Eliminated Week 7,6,Actor/Actress,Derek Hough,34,,7,0,2,,,,,
6,9,Steve Guttenberg,Eliminated Week 3,10,Actor/Actress,Anna Trebunskaya,49,,3,0,2,,,,,
6,10,Adam Carolla,Eliminated Week 4,9,Radio Personality,Julianne Hough,43,,4,0,3,,,,,
6,10,Cristian de la Fuente,3rd Place,3,Actor/Actress,Cheryl Burke,34,8.666666666666666,99,0,2,0.3076923076923077,3.0,,,
6,10,Jason Taylor,2nd Place,2,Athlete,Edyta Sliwinska,33,9.5,99,0,1,0.33727810650887574,2.0,,,
6,10,Kristi Yamaguchi,1st Place,1,Athlete,Mark Ballas,36,10.0,99,0,1,0.3550295857988166,1.0,,,
6,10,Mario,Eliminated Week 8,5,Singer/Rapper,Karina Smirnoff,21,,8,0,2,,,,,
6,10,Marissa Jaret Winokur,Eliminated Week 9,4,Actor/Actress,Tony Dovolani,35,,9,0,2,,,,,
6,10,Marlee Matlin,Eliminated Week 6,7,Actor/Actress,Fabian Sanchez,42,,6,0,2,,,,,
6,10,Monica Seles,Eliminated Week 2,11,Athlete,Jonathan Roberts,34,,2,0,1,,,,,
6,10,Penn Jillette,Eliminated Week 2,12,Magician,Kym Johnson,53,,2,0,2,,,,,
6,10,Priscilla Presley,Eliminated Week 5,8,Actor/Actress,Louis van Amstel,62,,5,0,2,,,,,
6,10,Shannon Elizabeth,Eliminated Week 7,6,Actor/Actress,Derek Hough,34,,7,0,2,,,,,
6,10,Steve Guttenberg,Eliminated Week 3,10,Actor/Actress,Anna Trebunskaya,49,,3,0,2,,,,,
6,11,Adam Carolla,Eliminated Week 4,9,Radio Personality,Julianne Hough,43,,4,0,3,,,,,
6,11,Cristian de la Fuente,3rd Place,3,Actor/Actress,Cheryl Burke,34,,99,0,2,,,,,
6,11,Jason Taylor,2nd Place,2,Athlete,Edyta Sliwinska,33,,99,0,1,,,,,
6,11,Kristi Yamaguchi,1st Place,1,Athlete,Mark Ballas,36,,99,0,1,,,,,
6,11,Mario,Eliminated Week 8,5,Singer/Rapper,Karina Smirnoff,21,,8,0,2,,,,,
6,11,Marissa Jaret Winokur,Eliminated Week 9,4,Actor/Actress,Tony Dovolani,35,,9,0,2,,,,,
6,11,Marlee Matlin,Eliminated Week 6,7,Actor/Actress,Fabian Sanchez,42,,6,0,2,,,,,
6,11,Monica Seles,Eliminated Week 2,11,Athlete,Jonathan Roberts,34,,2,0,1,,,,,
6,11,Penn Jillette,Eliminated Week 2,12,Magician,Kym Johnson,53,,2,0,2,,,,,
6,11,Priscilla Presley,Eliminated Week 5,8,Actor/Actress,Louis van Amstel,62,,5,0,2,,,,,
6,11,Shannon Elizabeth,Eliminated Week 7,6,Actor/Actress,Derek Hough,34,,7,0,2,,,,,
6,11,Steve Guttenberg,Eliminated Week 3,10,Actor/Actress,Anna Trebunskaya,49,,3,0,2,,,,,
7,1,Brooke Burke,1st Place,1,TV Personality,Derek Hough,37,8.166666666666666,99,0,3,0.09722222222222221,1.0,,0.08041450492760739,0.5945077168269433
7,1,Cloris Leachman,Eliminated Week 6,7,Actor/Actress,Corky Ballas,82,5.333333333333333,6,0,2,0.06349206349206349,12.0,,0.08435145543511793,0.6133157693160111
7,1,Cody Linley,Eliminated Week 9,4,Actor/Actress,Julianne Hough,18,6.833333333333333,9,0,2,0.08134920634920635,6.0,,0.0831741545310232,0.5786929331479452
7,1,Jeffrey Ross,Eliminated Week 1,13,Comedian,Edyta Sliwinska,43,4.0,1,0,2,0.047619047619047616,13.0,,0.03220941367320979,0.6502916363178816
7,1,Kim Kardashian,Eliminated Week 2,11,TV Personality,Mark Ballas,27,6.166666666666667,2,0,3,0.07341269841269842,8.0,,0.08277782684274591,0.6036671829853297
7,1,Lance Bass,3rd Place,3,Singer/Rapper,Lacey Schwimmer,29,7.166666666666667,99,0,2,0.08531746031746032,3.0,,0.08093273350521123,0.5938510835806259
7,1,Maurice Greene,Eliminated Week 8,5,Athlete,Cheryl Burke,34,6.5,8,0,1,0.07738095238095238,7.0,,0.0836981869111014,0.5979455509249565
7,1,Misty May-Treanor,Withdrew,10,Athlete,Maksim Chmerkoskiy,31,7.0,99,1,1,0.08333333333333333,5.0,,0.08443309265610306,0.5891573767920203
7,1,Rocco DiSpirito,Eliminated Week 4,9,TV Personality,Karina Smirnoff,41,5.833333333333333,4,0,3,0.06944444444444445,11.0,,0.08381647635070148,0.6064445983435938
7,1,Susan Lucci,Eliminated Week 7,6,Actor/Actress,Tony Dovolani,61,6.166666666666667,7,0,2,0.07341269841269842,8.0,,0.07881626805831844,0.6218523308684965
7,1,Ted McGinley,Eliminated Week 1,12,Actor/Actress,Inna Brayer,50,6.166666666666667,1,0,2,0.07341269841269842,8.0,,0.06874228179004184,0.5706392192448102
7,1,Toni Braxton,Eliminated Week 5,8,Singer/Rapper,Alec Mazo,40,7.5,5,0,2,0.08928571428571429,2.0,,0.07721585441039418,0.6031557078859446
7,1,Warren Sapp,2nd Place,2,Athlete,Kym Johnson,35,7.166666666666667,99,0,1,0.08531746031746032,3.0,,0.07941775090842451,0.5846178333154164
7,2,Brooke Burke,1st Place,1,TV Personality,Derek Hough,37,8.0,99,0,3,0.10859728506787329,1.0,,0.09197595507498187,0.5782020064090589
7,2,Cloris Leachman,Eliminated Week 6,7,Actor/Actress,Corky Ballas,82,5.0,6,0,2,0.06787330316742081,11.0,,0.11802182513203743,0.5990267674681371
7,2,Cody Linley,Eliminated Week 9,4,Actor/Actress,Julianne Hough,18,7.0,9,0,2,0.09502262443438914,4.0,,0.09813717769959507,0.5799344818996106
7,2,Jeffrey Ross,Eliminated Week 1,13,Comedian,Edyta Sliwinska,43,,1,0,2,,,,,
7,2,Kim Kardashian,Eliminated Week 2,11,TV Personality,Mark Ballas,27,5.666666666666667,2,0,3,0.07692307692307693,9.0,,0.012949466375378053,0.9104980205345516
7,2,Lance Bass,3rd Place,3,Singer/Rapper,Lacey Schwimmer,29,6.666666666666667,99,0,2,0.09049773755656108,7.0,,0.09540420367448323,0.5681097963654599
7,2,Maurice Greene,Eliminated Week 8,5,Athlete,Cheryl Burke,34,6.333333333333333,8,0,1,0.08597285067873302,8.0,,0.09767235825933923,0.5886700198578443
7,2,Misty May-Treanor,Withdrew,10,Athlete,Maksim Chmerkoskiy,31,7.0,99,1,1,0.09502262443438914,4.0,,0.0932958676775739,0.5759616903257847
7,2,Rocco DiSpirito,Eliminated Week 4,9,TV Personality,Karina Smirnoff,41,5.333333333333333,4,0,3,0.07239819004524886,10.0,,0.1077500298368935,0.5884294967107504
7,2,Susan Lucci,Eliminated Week 7,6,Actor/Actress,Tony Dovolani,61,7.0,7,0,2,0.09502262443438914,4.0,,0.09637602268347262,0.5929399089533689
7,2,Ted McGinley,Eliminated Week 1,12,Actor/Actress,Inna Brayer,50,,1,0,2,,,,,
7,2,Toni Braxton,Eliminated Week 5,8,Singer/Rapper,Alec Mazo,40,7.666666666666667,5,0,2,0.10407239819004524,3.0,,0.09494566978724829,0.5645167530940776
7,2,Warren Sapp,2nd Place,2,Athlete,Kym Johnson,35,8.0,99,0,1,0.10859728506787329,1.0,,0.09347142379899673,0.582892684285893
7,3,Brooke Burke,1st Place,1,TV Personality,Derek Hough,37,9.333333333333334,99,0,3,0.14070351758793972,1.0,,,
7,3,Cloris Leachman,Eliminated Week 6,7,Actor/Actress,Corky Ballas,82,5.333333333333333,6,0,2,0.08040201005025126,9.0,,,
7,3,Cody Linley,Eliminated Week 9,4,Actor/Actress,Julianne Hough,18,7.0,9,0,2,0.10552763819095479,6.0,,,
7,3,Jeffrey Ross,Eliminated Week 1,13,Comedian,Edyta Sliwinska,43,,1,0,2,,,,,
7,3,Kim Kardashian,Eliminated Week 2,11,TV Personality,Mark Ballas,27,,2,0,3,,,,,
7,3,Lance Bass,3rd Place,3,Singer/Rapper,Lacey Schwimmer,29,7.333333333333333,99,0,2,0.11055276381909548,4.0,,,
7,3,Maurice Greene,Eliminated Week 8,5,Athlete,Cheryl Burke,34,8.0,8,0,1,0.1206030150753769,3.0,,,
7,3,Misty May-Treanor,Withdrew,10,Athlete,Maksim Chmerkoskiy,31,,99,1,1,,,,,
7,3,Rocco DiSpirito,Eliminated Week 4,9,TV Personality,Karina Smirnoff,41,6.666666666666667,4,0,3,0.10050251256281408,8.0,,,
7,3,Susan Lucci,Eliminated Week 7,6,Actor/Actress,Tony Dovolani,61,7.0,7,0,2,0.10552763819095479,6.0,,,
7,3,Ted McGinley,Eliminated Week 1,12,Actor/Actress,Inna Brayer,50,,1,0,2,,,,,
7,3,Toni Braxton,Eliminated Week 5,8,Singer/Rapper,Alec Mazo,40,7.333333333333333,5,0,2,0.11055276381909548,4.0,,,
7,3,Warren Sapp,2nd Place,2,Athlete,Kym Johnson,35,8.333333333333334,99,0,1,0.1256281407035176,2.0,,,
7,4,Brooke Burke,1st Place,1,TV Personality,Derek Hough,37,8.666666666666666,99,0,3,0.12807881773399013,1.0,,0.1198145331689783,0.5214956651098172
7,4,Cloris Leachman,Eliminated Week 6,7,Actor/Actress,Corky Ballas,82,7.333333333333333,6,0,2,0.1083743842364532,5.0,,0.1251096864422266,0.5287222950899195
7,4,Cody Linley,Eliminated Week 9,4,Actor/Actress,Julianne Hough,18,7.666666666666667,9,0,2,0.11330049261083744,4.0,,0.1151912366728465,0.5384043660000646
7,4,Jeffrey Ross,Eliminated Week 1,13,Comedian,Edyta Sliwinska,43,,1,0,2,,,,,
7,4,Kim Kardashian,Eliminated Week 2,11,TV Personality,Mark Ballas,27,,2,0,3,,,,,
7,4,Lance Bass,3rd Place,3,Singer/Rapper,Lacey Schwimmer,29,8.666666666666666,99,0,2,0.12807881773399013,1.0,,0.12256499460565784,0.5223668307595639
7,4,Maurice Greene,Eliminated Week 8,5,Athlete,Cheryl Burke,34,6.666666666666667,8,0,1,0.09852216748768472,8.0,,0.13154159760726805,0.5587111363506045
7,4,Misty May-Treanor,Withdrew,10,Athlete,Maksim Chmerkoskiy,31,,99,1,1,,,,,
7,4,Rocco DiSpirito,Eliminated Week 4,9,TV Personality,Karina Smirnoff,41,6.0,4,0,3,0.08866995073891625,9.0,,0.019633811897689195,0.8759080295156458
7,4,Susan Lucci,Eliminated Week 7,6,Actor/Actress,Tony Dovolani,61,8.0,7,0,2,0.11822660098522167,3.0,,0.11870491106554323,0.5167783918680542
7,4,Ted McGinley,Eliminated Week 1,12,Actor/Actress,Inna Brayer,50,,1,0,2,,,,,
7,4,Toni Braxton,Eliminated Week 5,8,Singer/Rapper,Alec Mazo,40,7.333333333333333,5,0,2,0.1083743842364532,5.0,,0.12654266989190024,0.5369941991620841
7,4,Warren Sapp,2nd Place,2,Athlete,Kym Johnson,35,7.333333333333333,99,0,1,0.1083743842364532,5.0,,0.12089655864788967,0.5418436344583367
7,5,Brooke Burke,1st Place,1,TV Personality,Derek Hough,37,9.666666666666666,99,0,3,0.14871794871794872,1.0,,0.1350630972489429,0.5367766887944319
7,5,Cloris Leachman,Eliminated Week 6,7,Actor/Actress,Corky Ballas,82,7.0,6,0,2,0.1076923076923077,7.0,,0.15741975159612537,0.5660290408653886
7,5,Cody Linley,Eliminated Week 9,4,Actor/Actress,Julianne Hough,18,9.333333333333334,9,0,2,0.1435897435897436,2.0,,0.12552282416026134,0.525003537450922
7,5,Jeffrey Ross,Eliminated Week 1,13,Comedian,Edyta Sliwinska,43,,1,0,2,,,,,
7,5,Kim Kardashian,Eliminated Week 2,11,TV Personality,Mark Ballas,27,,2,0,3,,,,,
7,5,Lance Bass,3rd Place,3,Singer/Rapper,Lacey Schwimmer,29,7.0,99,0,2,0.1076923076923077,7.0,,0.14839729650990593,0.5518117137974161
7,5,Maurice Greene,Eliminated Week 8,5,Athlete,Cheryl Burke,34,9.0,8,0,1,0.13846153846153847,3.0,,0.12956965180832614,0.5412628175874719
7,5,Misty May-Treanor,Withdrew,10,Athlete,Maksim Chmerkoskiy,31,,99,1,1,,,,,
7,5,Rocco DiSpirito,Eliminated Week 4,9,TV Personality,Karina Smirnoff,41,,4,0,3,,,,,
7,5,Susan Lucci,Eliminated Week 7,6,Actor/Actress,Tony Dovolani,61,7.333333333333333,7,0,2,0.11282051282051282,5.0,,0.1546144505557807,0.5425299554648633
7,5,Ted McGinley,Eliminated Week 1,12,Actor/Actress,Inna Brayer,50,,1,0,2,,,,,
7,5,Toni Braxton,Eliminated Week 5,8,Singer/Rapper,Alec Mazo,40,7.333333333333333,5,0,2,0.11282051282051282,5.0,,0.01995919361421902,0.865176760741846
7,5,Warren Sapp,2nd Place,2,Athlete,Kym Johnson,35,8.333333333333334,99,0,1,0.12820512820512822,4.0,,0.12945373450643913,0.5383994226280636
7,6,Brooke Burke,1st Place,1,TV Personality,Derek Hough,37,8.666666666666666,99,0,3,0.1625,2.0,,0.16045035243589037,0.4904934155982127
7,6,Cloris Leachman,Eliminated Week 6,7,Actor/Actress,Corky Ballas,82,5.0,6,0,2,0.09375000000000001,7.0,,0.03811951957535793,0.8105368610729333
7,6,Cody Linley,Eliminated Week 9,4,Actor/Actress,Julianne Hough,18,7.666666666666667,9,0,2,0.14375000000000002,4.0,,0.1573492343407078,0.4867441686548597
7,6,Jeffrey Ross,Eliminated Week 1,13,Comedian,Edyta Sliwinska,43,,1,0,2,,,,,
7,6,Kim Kardashian,Eliminated Week 2,11,TV Personality,Mark Ballas,27,,2,0,3,,,,,
7,6,Lance Bass,3rd Place,3,Singer/Rapper,Lacey Schwimmer,29,9.0,99,0,2,0.16875,1.0,,0.15445567337172647,0.4934400622841103
7,6,Maurice Greene,Eliminated Week 8,5,Athlete,Cheryl Burke,34,7.0,8,0,1,0.13125,6.0,,0.16455727068259968,0.5047484976036688
7,6,Misty May-Treanor,Withdrew,10,Athlete,Maksim Chmerkoskiy,31,,99,1,1,,,,,
7,6,Rocco DiSpirito,Eliminated Week 4,9,TV Personality,Karina Smirnoff,41,,4,0,3,,,,,
7,6,Susan Lucci,Eliminated Week 7,6,Actor/Actress,Tony Dovolani,61,7.666666666666667,7,0,2,0.14375000000000002,4.0,,0.16121353606066843,0.49140314757816306
7,6,Ted McGinley,Eliminated Week 1,12,Actor/Actress,Inna Brayer,50,,1,0,2,,,,,
7,6,Toni Braxton,Eliminated Week 5,8,Singer/Rapper,Alec Mazo,40,,5,0,2,,,,,
7,6,Warren Sapp,2nd Place,2,Athlete,Kym Johnson,35,8.333333333333334,99,0,1,0.15625000000000003,3.0,,0.16385441353304905,0.49120955347708406
7,7,Brooke Burke,1st Place,1,TV Personality,Derek Hough,37,10.0,99,0,3,0.20408163265306123,1.0,,0.17455014344972902,0.48566844498464323
7,7,Cloris Leachman,Eliminated Week 6,7,Actor/Actress,Corky Ballas,82,,6,0,2,,,,,
7,7,Cody Linley,Eliminated Week 9,4,Actor/Actress,Julianne Hough,18,7.333333333333333,9,0,2,0.14965986394557823,5.0,,0.20331464237525768,0.5535945053528634
7,7,Jeffrey Ross,Eliminated Week 1,13,Comedian,Edyta Sliwinska,43,,1,0,2,,,,,
7,7,Kim Kardashian,Eliminated Week 2,11,TV Personality,Mark Ballas,27,,2,0,3,,,,,
7,7,Lance Bass,3rd Place,3,Singer/Rapper,Lacey Schwimmer,29,8.333333333333334,99,0,2,0.17006802721088438,2.0,,0.18604914120122779,0.5075435972091327
7,7,Maurice Greene,Eliminated Week 8,5,Athlete,Cheryl Burke,34,8.333333333333334,8,0,1,0.17006802721088438,2.0,,0.1883473632097774,0.5172440405393974
7,7,Misty May-Treanor,Withdrew,10,Athlete,Maksim Chmerkoskiy,31,,99,1,1,,,,,
7,7,Rocco DiSpirito,Eliminated Week 4,9,TV Personality,Karina Smirnoff,41,,4,0,3,,,,,
7,7,Susan Lucci,Eliminated Week 7,6,Actor/Actress,Tony Dovolani,61,8.0,7,0,2,0.16326530612244897,4.0,,0.02829277484666014,0.8197106649713782
7,7,Ted McGinley,Eliminated Week 1,12,Actor/Actress,Inna Brayer,50,,1,0,2,,,,,
7,7,Toni Braxton,Eliminated Week 5,8,Singer/Rapper,Alec Mazo,40,,5,0,2,,,,,
7,7,Warren Sapp,2nd Place,2,Athlete,Kym Johnson,35,7.0,99,0,1,0.14285714285714285,6.0,,0.2194459349173478,0.5751362794076541
7,8,Brooke Burke,1st Place,1,TV Personality,Derek Hough,37,9.166666666666666,99,0,3,0.2156862745098039,1.0,,0.2309729386849225,0.5062978801177969
7,8,Cloris Leachman,Eliminated Week 6,7,Actor/Actress,Corky Ballas,82,,6,0,2,,,,,
7,8,Cody Linley,Eliminated Week 9,4,Actor/Actress,Julianne Hough,18,8.0,9,0,2,0.18823529411764706,4.0,,0.24418832025880235,0.5324243301393968
7,8,Jeffrey Ross,Eliminated Week 1,13,Comedian,Edyta Sliwinska,43,,1,0,2,,,,,
7,8,Kim Kardashian,Eliminated Week 2,11,TV Personality,Mark Ballas,27,,2,0,3,,,,,
7,8,Lance Bass,3rd Place,3,Singer/Rapper,Lacey Schwimmer,29,8.333333333333334,99,0,2,0.19607843137254904,3.0,,0.243632139286527,0.526421640886245
7,8,Maurice Greene,Eliminated Week 8,5,Athlete,Cheryl Burke,34,8.0,8,0,1,0.18823529411764706,4.0,,0.045233265071113075,0.7564299053185471
7,8,Misty May-Treanor,Withdrew,10,Athlete,Maksim Chmerkoskiy,31,,99,1,1,,,,,
7,8,Rocco DiSpirito,Eliminated Week 4,9,TV Personality,Karina Smirnoff,41,,4,0,3,,,,,
